Date,Minimum_temp,Maximum_temp,Rainfall ,Evaporation,Max_wind_gust,Temp_9am,Humidity_9am,9am_cloud,9am_wind_dir,9am_wind_spd,9am_pressure,Temp_3pm,Humidity_3pm,3pm_cloud,3pm_wind_dir,3pm_wind_speed,3pm_pressure
8/11/21,15.4,22,0,4.8,26,21.1,63,,SE,13,1017.5,20,73,,ENE,19,1016.8
9/11/21,15.5,21.6,0,4.4,30,19.7,75,,NE,17,1017.3,20.5,79,,NNE,17,1015.8
10/11/21,17.1,21.8,0,4.4,31,20.1,79,,NE,19,1016.3,20,86,,NNE,15,1014.9
11/11/21,18.6,23.1,2.2,2.4,33,21.9,89,,NE,17,1016.9,22.1,83,,NNE,17,1014.4
12/11/21,19.8,23.9,0,3.8,37,22,84,,N,17,1014.1,22.1,91,,N,17,1011.4
13/11/21,21,24.6,0,4.6,48,22.6,92,,NNW,20,1011.3,23.1,88,,NW,24,1009.7
14/11/21,20.8,23.3,1.4,4.6,44,21.3,97,,WNW,19,1011.4,22.8,73,,W,19,1011
15/11/21,16,24.5,0.2,4.2,26,22.7,49,,W,13,1014.9,23.4,61,,W,15,1012.9
16/11/21,16.9,24.4,0,6.4,20,21.9,65,,SSW,11,1017.4,23.1,57,,S,9,1016.1
17/11/21,16.9,21.7,0,6.4,35,21.2,75,,SSE,13,1018.2,19.1,69,,ENE,15,1016.9
18/11/21,14.9,22.6,1.4,2.8,41,20.2,80,,SE,19,1019.5,21.1,77,,SE,22,1017.6
19/11/21,18.1,22.3,1.2,5.8,48,20.7,78,,ESE,30,1018.1,20,77,,E,28,1016.5
20/11/21,18.8,22.8,0,3.4,39,20.8,85,,ESE,20,1016,21.7,80,,ESE,20,1014.3
21/11/21,18.9,22.4,1,5.8,43,21.4,90,,E,20,1015,20.9,93,,ESE,19,1012.6
22/11/21,19.9,22,9.6,3.2,46,20.1,97,,S,24,1011.7,20.3,98,,S,26,1010.6
23/11/21,19.3,22.5,2.6,0.6,39,20.3,97,,SE,19,1016.7,21.4,80,,SE,24,1016.3
24/11/21,18.3,22.1,0.4,4,41,20.7,68,,SE,28,1018.8,20.9,67,,SE,20,1017.8
25/11/21,18.2,23.3,0,8,46,21,74,,E,26,1019.2,21.5,76,,E,26,1017.7
26/11/21,16.9,23.1,0,6.8,44,21.6,69,,E,28,1019.4,21.7,71,,ENE,31,1017.5
27/11/21,19.2,23.8,0,6.2,50,22.3,76,,ENE,33,1019.8,21.3,80,,ENE,28,1018.5
28/11/21,19.5,23.6,0,,39,21.9,84,,ENE,20,1020.4,22.3,86,,E,20,1018.8
29/11/21,20.2,24.3,0,11.6,37,22.5,83,,E,28,1019.8,23.2,71,,ENE,24,1018.2
30/11/21,18.9,24.8,0,6.6,41,23.4,74,,E,26,1018.8,24.1,70,,ENE,22,1017
1/12/21,18,24.9,0,7.6,37,22.2,77,,E,22,1018.3,23.3,81,,ENE,28,1016.8
2/12/21,20.2,24.2,0.4,6,41,22.3,81,,ENE,24,1018.4,22.7,77,,ENE,30,1016
3/12/21,20.5,23.6,0.6,6.8,43,22,83,,NE,26,1016.1,22.5,87,,NE,28,1013.6
4/12/21,21.1,24.4,0,,46,22.6,89,,NE,30,1012.8,22.6,88,,NE,28,1011.5
5/12/21,21.1,24.9,0,10.8,37,23,86,,ENE,24,1014.4,23.7,87,,NE,26,1013.6
6/12/21,21.3,24.3,0,5,39,23,88,,ENE,20,1016.1,23.6,88,,ENE,22,1014.5
7/12/21,20.7,24.5,1.6,3.2,46,22.9,93,,ENE,26,1015.3,23.4,86,,E,20,1013.9
8/12/21,21.4,25.5,2,3.2,46,23.1,91,,E,30,1015.7,23.4,86,,ENE,28,1014.8
9/12/21,21.4,25.1,0,4.8,41,24,85,,ENE,24,1015.4,23.7,81,,NE,26,1013.2
10/12/21,21.3,24.9,0,7,41,23.7,86,,ENE,22,1014.3,24.1,88,,NE,22,1012.7
11/12/21,21.9,25.2,0,6.6,43,23.4,88,,NNE,22,1014,23.2,88,,NNE,24,1011.6
12/12/21,22,26.7,,,39,24.6,84,,NE,19,1014.2,24.1,91,,NE,17,1012.6
13/12/21,22.5,23.9,3.2,13.6,56,22.8,94,,NNE,24,1010.5,23,92,,NE,26,1006.4
14/12/21,19.3,24.5,21.4,1.4,46,22.1,91,,SSW,28,1001.9,23.1,73,,SSW,26,1001.1
15/12/21,20.1,24.8,0,6.4,43,23.8,69,,SW,24,1003.5,23.4,66,,SSW,30,1002.3
16/12/21,20.3,24.7,0.2,8.2,35,23.5,72,,SW,24,1007.7,24.1,61,,SW,22,1007.8
17/12/21,19.5,24.6,0,7,31,22.4,60,,SSW,15,1012.4,23.4,61,,S,17,1012.2
18/12/21,18.7,24,,,37,22.3,61,,SE,24,1018.1,22.4,61,,SE,19,1017.4
19/12/21,18.6,25.2,0.8,17.4,48,22.5,66,,ESE,24,1020.6,23.4,60,,E,31,1019.2
20/12/21,20.7,24,0,8,50,22.3,89,,E,24,1017.9,22.1,97,,E,20,1015.7
21/12/21,21.7,25.1,4,3,37,22.3,95,,ESE,20,1014,24.2,82,,SE,24,1013
22/12/21,19.8,24.9,0.2,5.4,41,22.4,59,,SSE,22,1013.4,23.4,71,,SSE,26,1011.4
23/12/21,19.6,25.5,0,8.6,31,22.7,72,,SSE,17,1013.7,24,70,,E,19,1013.3
24/12/21,18.6,24.9,0,8,39,23.6,67,,E,26,1015.1,24,69,,E,24,1014.4
25/12/21,20.3,25.8,0,,43,24,70,,E,30,1016.6,23.5,73,,E,26,1015.4
26/12/21,19.8,26.2,0,,37,23.4,79,,E,22,1015.4,24,73,,E,17,1013.2
27/12/21,20.2,25.5,0,20.8,20,23.4,85,,E,13,1010.4,23.3,85,,SE,11,1008.3
28/12/21,21.1,23.4,1.2,2.6,43,22.3,96,,NE,22,1005.7,22.2,96,,NW,13,1003.5
29/12/21,20.4,23.6,9.4,1.8,41,21.5,92,,SE,20,1007.8,21.3,86,,SE,20,1007.5
30/12/21,19.6,24.2,6.4,4.4,37,22.1,65,,SE,22,1012.2,22,61,,SE,22,1012
31/12/21,19.2,24.6,0,7.4,48,22.9,64,,ESE,26,1016.3,23.2,60,,ESE,28,1015.4
